Nb;Sc;Ta;Ti;Zr;Mo;Cr;Mn;Fe;Hf;Co;Si;Mg;V;W;Y;In;Ag;Ga;Cd;Sb;Te;Cu;Re;Ge;Hg;Ru;Al;As;Zn;Ni;Ir;Bi;Au;Pt;Pb;Rh;Pd;Sn;stoich_entropy;delta;avg_VEC;Formation Energy (eV/atom);Bulk Modulus (GPa);Shear Modulus (GPa);Density;Melting_Temperature;LMP;GB ratio;Omega;Log_10(K_A);Origin;Cluster;Normalized Composition
0.04;0.28;0.17;;0.24;0.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.47;0.04;6.86;-0.14;139.8;45.76;7.91;2245.06;31.38;0.33;2.1;0.37;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.04Sc0.28Ta0.17Zr0.24Mo0.28
0.18;0.18;0.18;0.12;0.18;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.78;0.05;6.99;-0.1;148.7;47.56;8.02;2314.38;31.3;0.32;3.56;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.18Sc0.18Ta0.18Ti0.12Zr0.18Mo0.18
0.17;0.17;0.17;0.17;0.17;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.79;0.05;6.83;-0.11;152.11;48.34;8.12;2308.91;31.3;0.32;3.19;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.17Sc0.17Ta0.17Ti0.17Zr0.17Mo0.17
0.12;0.23;0.23;0.05;0.14;0.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.7;0.05;7.77;-0.11;149.31;48.37;8.38;2318.57;31.38;0.32;3.09;0.38;Generative CVAE;Hf0.03Mo0.38Nb0.05Sc0.19Ta0.15Ti0.07V0.08Zr0.04;Nb0.12Sc0.23Ta0.23Ti0.05Zr0.14Mo0.23
0.16;0.16;0.16;0.16;0.16;0.16;;;;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.88;0.05;7.23;-0.11;148.68;47.24;8.01;2298.85;31.3;0.32;3.28;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16Mo0.16Hf0.04
0.17;0.17;0.17;0.17;0.17;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.79;0.05;6.83;-0.11;152.11;48.34;8.12;2308.91;31.3;0.32;3.19;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.17Sc0.17Ta0.17Ti0.17Zr0.17Mo0.17
0.18;0.18;0.18;0.1;0.18;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.77;0.04;7.07;-0.1;148.63;49.47;7.99;2336.68;31.38;0.33;3.45;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.18Sc0.18Ta0.18Ti0.1Zr0.18Mo0.18
0.17;0.17;0.17;0.17;0.17;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.79;0.05;6.83;-0.11;152.11;48.34;8.12;2308.91;31.3;0.32;3.19;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.17Sc0.17Ta0.17Ti0.17Zr0.17Mo0.17
0.17;0.17;0.17;0.17;0.17;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.79;0.05;6.83;-0.11;152.11;48.34;8.12;2308.91;31.3;0.32;3.19;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.17Sc0.17Ta0.17Ti0.17Zr0.17Mo0.17
0.16;0.16;0.16;0.16;0.16;0.16;;;;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.88;0.05;7.25;-0.11;148.54;47.24;8.01;2290.39;31.3;0.32;3.26;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16Mo0.16Hf0.04
0.16;0.16;0.16;0.16;0.16;0.16;;;;0.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.88;0.05;7.2;-0.11;148.62;47.24;8.02;2298.55;31.3;0.32;3.33;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16Mo0.16Hf0.03
0.18;0.19;0.19;0.08;0.19;0.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.76;0.04;7.16;-0.12;145.72;48.66;8.02;2326.99;31.38;0.33;3.06;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.18Sc0.19Ta0.19Ti0.08Zr0.19Mo0.19
0.2;0.2;0.2;0.07;0.15;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.75;0.04;7.32;-0.13;148.16;50.61;8.12;2379.86;31.38;0.34;2.87;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.2Sc0.2Ta0.2Ti0.07Zr0.15Mo0.2
0.16;0.16;0.16;0.16;0.16;0.16;;;;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.88;0.05;7.23;-0.11;148.68;47.24;8.01;2298.85;31.3;0.32;3.28;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16Mo0.16Hf0.04
0.16;0.16;0.16;0.16;0.16;0.16;;;;0.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.9;0.05;7.41;-0.11;149.36;47.55;8.09;2304.69;31.3;0.32;3.38;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16Mo0.16Hf0.05
0.16;0.16;0.16;0.16;0.16;0.16;;;;0.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.86;0.05;7.09;-0.12;152.17;47.06;8.07;2325.99;31.3;0.31;3.03;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16Mo0.16Hf0.02
0.16;0.16;0.16;0.16;0.16;0.16;;;;0.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.87;0.05;7.12;-0.11;148.48;46.7;8.04;2301.21;31.3;0.31;3.4;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16Mo0.16Hf0.03
0.17;0.17;0.17;0.17;0.17;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.79;0.05;6.83;-0.11;152.11;48.34;8.12;2308.91;31.3;0.32;3.19;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.17Sc0.17Ta0.17Ti0.17Zr0.17Mo0.17
0.17;0.17;0.17;0.17;0.17;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.79;0.05;6.83;-0.11;152.11;48.34;8.12;2308.91;31.3;0.32;3.19;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.17Sc0.17Ta0.17Ti0.17Zr0.17Mo0.17
0.17;0.17;0.17;0.17;0.17;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.79;0.05;6.83;-0.11;152.11;48.34;8.12;2308.91;31.3;0.32;3.19;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.17Sc0.17Ta0.17Ti0.17Zr0.17Mo0.17
0.16;0.16;0.16;0.16;0.16;0.16;;;;0.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.91;0.05;7.51;-0.11;148.99;46.86;8.1;2279.26;31.3;0.31;3.38;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16Mo0.16Hf0.06
0.16;0.16;0.16;0.16;0.16;0.16;;;;0.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.9;0.05;7.42;-0.12;149.36;47.55;8.09;2305.15;31.3;0.32;3.27;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16Mo0.16Hf0.05
0.16;0.16;0.16;0.16;0.16;0.16;;;;0.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.87;0.05;7.15;-0.11;148.19;47.24;8.04;2300.57;31.3;0.32;3.35;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16Mo0.16Hf0.03
0.17;0.17;0.17;0.17;0.17;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.79;0.05;6.83;-0.11;152.11;48.34;8.12;2308.91;31.3;0.32;3.19;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.17Sc0.17Ta0.17Ti0.17Zr0.17Mo0.17
0.14;0.14;0.06;0.14;0.14;0.14;;;;0.14;;;0.02;;;0.06;;;;;;;;;;;;;;;;;;;;;;;;2.09;0.06;7.02;-0.11;134.06;46.77;7.85;2018.83;31.44;0.35;3.42;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.14Sc0.14Ta0.06Ti0.14Zr0.14Mo0.14Hf0.14Mg0.02Y0.06
0.17;0.17;0.17;0.17;0.17;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.79;0.05;6.83;-0.11;152.11;48.34;8.12;2308.91;31.3;0.32;3.19;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.17Sc0.17Ta0.17Ti0.17Zr0.17Mo0.17
0.17;0.17;0.17;0.17;0.17;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.79;0.05;6.83;-0.11;152.11;48.34;8.12;2308.91;31.3;0.32;3.19;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.17Sc0.17Ta0.17Ti0.17Zr0.17Mo0.17
0.15;0.15;0.15;0.15;0.15;0.15;;;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.94;0.05;8.04;-0.1;152.66;50.4;8.52;2299.5;31.38;0.33;3.7;0.35;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.15Sc0.15Ta0.15Ti0.15Zr0.15Mo0.15Hf0.11
0.17;0.17;0.17;0.14;0.17;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.79;0.05;6.93;-0.1;148.7;49.23;8.05;2305.92;31.3;0.33;3.45;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.17Sc0.17Ta0.17Ti0.14Zr0.17Mo0.17
0.17;0.17;0.04;0.04;0.17;0.17;;;;0.17;;;0.02;;;0.03;;;;;;;;;;;;;;;;;;;;;;;;1.97;0.05;7.27;-0.14;137.77;46.77;8.32;2179.04;31.44;0.34;2.66;0.36;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.17Sc0.17Ta0.04Ti0.04Zr0.17Mo0.17Hf0.17Mg0.02Y0.03
0.16;0.16;0.16;0.16;0.16;0.16;;;;0.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.91;0.05;7.47;-0.12;149.06;47.12;8.1;2291.05;31.3;0.32;3.26;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16Mo0.16Hf0.06
0.17;0.17;0.17;0.08;0.17;0.17;;;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.91;0.04;8.14;-0.09;149.39;47.77;8.59;2375.56;31.38;0.32;4.39;0.29;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.17Sc0.17Ta0.17Ti0.08Zr0.17Mo0.17Hf0.1
0.15;0.15;0.15;0.14;0.15;0.15;;;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.94;0.05;7.99;-0.1;152.87;50.13;8.55;2313.65;31.38;0.33;3.85;0.35;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.15Sc0.15Ta0.15Ti0.14Zr0.15Mo0.15Hf0.1
0.16;0.16;0.06;0.04;0.16;0.16;;;;0.16;;;0.03;;;0.09;;;;;;;;;;;;;;;;;;;;;;;;2.07;0.07;7.26;-0.15;135.57;51.29;8.02;2130.07;31.44;0.38;2.59;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.16Sc0.16Ta0.06Ti0.04Zr0.16Mo0.16Hf0.16Mg0.03Y0.09
0.17;0.17;0.17;0.09;0.17;0.17;;;;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.86;0.04;7.47;-0.12;149.57;48.79;8.25;2342.71;31.38;0.33;3.14;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.17Sc0.17Ta0.17Ti0.09Zr0.17Mo0.17Hf0.04
0.13;0.15;0.24;;0.24;0.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.57;0.04;8.09;-0.12;153.1;50.42;8.93;2443.43;31.44;0.33;2.75;0.37;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.13Sc0.15Ta0.24Zr0.24Mo0.24
0.18;0.18;0.18;0.08;0.18;0.18;;;;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.86;0.04;7.51;-0.12;150.13;48.9;8.27;2339.84;31.38;0.33;3.15;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.18Sc0.18Ta0.18Ti0.08Zr0.18Mo0.18Hf0.04
0.18;0.18;0.18;0.06;0.18;0.18;;;;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.84;0.04;7.66;-0.13;148.68;46.62;8.41;2404.6;31.41;0.31;2.99;0.35;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.18Sc0.18Ta0.18Ti0.06Zr0.18Mo0.18Hf0.04
0.18;0.18;0.18;0.08;0.18;0.18;;;;0.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.85;0.04;7.47;-0.12;149.12;48.9;8.26;2346.91;31.38;0.33;3.23;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.18Sc0.18Ta0.18Ti0.08Zr0.18Mo0.18Hf0.03
0.19;0.19;0.19;0.03;0.19;0.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.7;0.04;7.28;-0.12;144.55;48.54;8.12;2377.02;31.41;0.34;2.88;0.37;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.19Sc0.19Ta0.19Ti0.03Zr0.19Mo0.19
0.17;0.17;0.17;0.07;0.17;0.17;;;;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.9;0.04;8.02;-0.09;148.88;47.99;8.53;2356.25;31.41;0.32;4.18;0.35;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.17Sc0.17Ta0.17Ti0.07Zr0.17Mo0.17Hf0.08
0.16;0.16;0.16;0.09;0.16;0.16;;;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.92;0.04;8.17;-0.09;149.38;47.77;8.59;2372.78;31.38;0.32;4.47;0.29;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.16Sc0.16Ta0.16Ti0.09Zr0.16Mo0.16Hf0.1
0.16;0.16;0.08;0.05;0.16;0.16;;;;0.16;;;0.02;;;0.03;;;;;;;;;;;;;;;;;;;;;;;;2.02;0.05;7.74;-0.13;140.2;44.86;8.38;2222.96;31.44;0.32;2.98;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.16Sc0.16Ta0.08Ti0.05Zr0.16Mo0.16Hf0.16Mg0.02Y0.03
0.18;0.18;0.18;0.07;0.18;0.18;;;;0.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.82;0.04;7.42;-0.13;149.12;49.1;8.31;2358.68;31.38;0.33;2.75;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.18Sc0.18Ta0.18Ti0.07Zr0.18Mo0.18Hf0.02
0.17;0.17;0.17;0.13;0.17;0.17;;;;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.88;0.05;7.33;-0.11;149.47;48.05;8.18;2315.32;31.38;0.32;3.47;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.17Sc0.17Ta0.17Ti0.13Zr0.17Mo0.17Hf0.04
0.17;0.17;0.17;0.17;0.17;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.79;0.05;6.83;-0.11;152.11;48.34;8.12;2308.91;31.3;0.32;3.19;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.17Sc0.17Ta0.17Ti0.17Zr0.17Mo0.17
0.19;0.19;0.19;0.03;0.19;0.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.7;0.04;7.28;-0.12;144.55;48.54;8.12;2377.02;31.41;0.34;2.88;0.37;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.19Sc0.19Ta0.19Ti0.03Zr0.19Mo0.19
0.19;0.19;0.19;0.06;0.19;0.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.74;0.04;7.2;-0.12;146.18;48.39;8.08;2374.69;31.38;0.33;2.99;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.19Sc0.19Ta0.19Ti0.06Zr0.19Mo0.19
0.18;0.18;0.18;0.06;0.18;0.18;;;;0.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.83;0.04;7.52;-0.13;147.63;46.62;8.26;2406.72;31.41;0.32;2.92;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.18Sc0.18Ta0.18Ti0.06Zr0.18Mo0.18Hf0.03
0.19;0.19;0.19;0.06;0.19;0.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.74;0.04;7.21;-0.12;146.32;50.3;8.09;2374.62;31.41;0.34;2.86;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.19Sc0.19Ta0.19Ti0.06Zr0.19Mo0.19
0.17;0.17;0.17;0.12;0.17;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.79;0.05;6.97;-0.1;148.66;47.56;8.05;2313.87;31.3;0.32;3.51;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.17Sc0.17Ta0.17Ti0.12Zr0.17Mo0.17
0.19;0.19;0.19;0.06;0.19;0.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.74;0.04;7.2;-0.12;146.13;48.39;8.08;2378.1;31.38;0.33;2.99;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.19Sc0.19Ta0.19Ti0.06Zr0.19Mo0.19
0.19;0.19;0.19;0.03;0.19;0.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.7;0.04;7.28;-0.12;144.55;48.54;8.12;2377.02;31.41;0.34;2.88;0.37;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.19Sc0.19Ta0.19Ti0.03Zr0.19Mo0.19
0.18;0.18;0.18;0.09;0.18;0.18;;;;0.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.84;0.04;7.35;-0.11;148.91;48.48;8.12;2349.46;31.38;0.33;3.28;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.18Sc0.18Ta0.18Ti0.09Zr0.18Mo0.18Hf0.02
0.19;0.19;0.19;0.06;0.19;0.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.74;0.04;7.21;-0.12;146.32;50.3;8.09;2374.62;31.41;0.34;2.86;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.19Sc0.19Ta0.19Ti0.06Zr0.19Mo0.19
0.18;0.18;0.18;0.08;0.18;0.18;;;;0.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.83;0.04;7.35;-0.11;148.91;48.48;8.12;2352.55;31.38;0.33;3.3;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.18Sc0.18Ta0.18Ti0.08Zr0.18Mo0.18Hf0.02
0.18;0.18;0.18;0.1;0.18;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.77;0.04;7.08;-0.11;148.71;49.47;7.99;2336.68;31.38;0.33;3.36;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.18Sc0.18Ta0.18Ti0.1Zr0.18Mo0.18
0.18;0.2;0.2;0.02;0.2;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.68;0.04;7.38;-0.13;145.55;47.85;8.16;2372.4;31.41;0.33;2.74;0.37;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.18Sc0.2Ta0.2Ti0.02Zr0.2Mo0.2
0.18;0.18;0.18;0.09;0.18;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.77;0.04;7.1;-0.1;148.74;49.7;7.99;2340.58;31.38;0.33;3.42;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.18Sc0.18Ta0.18Ti0.09Zr0.18Mo0.18
0.18;0.26;0.17;0.14;;0.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.58;0.05;6.94;-0.16;155.51;54.57;8.01;2309.87;31.32;0.35;1.96;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.18Sc0.26Ta0.17Ti0.14Mo0.26
0.16;0.16;0.02;0.16;0.16;0.16;;;;0.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.86;0.05;6.96;-0.13;145.04;48.69;8.0;2228.57;31.4;0.34;2.68;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.16Sc0.16Ta0.02Ti0.16Zr0.16Mo0.16Hf0.16
0.16;0.16;0.04;0.16;0.16;0.16;;;;0.16;;;0.03;;;;;;;;;;;;;;;;;;;;;;;;;;;1.96;0.05;7.04;-0.11;145.13;49.68;7.86;2287.3;31.38;0.34;3.4;0.37;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.16Sc0.16Ta0.04Ti0.16Zr0.16Mo0.16Hf0.16Mg0.03
0.16;0.16;0.16;0.16;0.16;0.16;;;;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.89;0.05;7.3;-0.11;148.46;46.94;8.15;2309.53;31.3;0.32;3.29;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16Mo0.16Hf0.04
0.16;0.16;0.03;0.16;0.16;0.16;;;;0.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.87;0.05;6.99;-0.13;145.04;48.69;8.06;2202.02;31.4;0.34;2.67;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.16Sc0.16Ta0.03Ti0.16Zr0.16Mo0.16Hf0.16
0.16;0.16;0.03;0.16;0.16;0.16;;;;0.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.87;0.05;7.01;-0.13;144.96;48.69;8.06;2199.13;31.4;0.34;2.69;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.16Sc0.16Ta0.03Ti0.16Zr0.16Mo0.16Hf0.16
0.16;0.16;0.16;0.16;0.16;0.16;;;;0.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.87;0.05;7.14;-0.11;148.48;47.43;8.03;2300.57;31.3;0.32;3.4;0.33;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16Mo0.16Hf0.03
0.11;0.31;0.18;0.08;;0.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.48;0.05;7.16;-0.16;153.53;54.17;8.11;2307.93;31.4;0.35;1.89;0.33;Generative CVAE;Hf0.03Mo0.38Nb0.05Sc0.19Ta0.15Ti0.07V0.08Zr0.04;Nb0.11Sc0.31Ta0.18Ti0.08Mo0.32
0.16;0.16;0.15;0.16;0.16;0.16;;;;0.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.9;0.05;7.28;-0.12;147.68;46.97;8.05;2306.34;31.3;0.32;3.27;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.16Sc0.16Ta0.15Ti0.16Zr0.16Mo0.16Hf0.05
